scenario,n_knots,sim_idx,converged,mse,coverage,interval_score,aic,n_params
U-Shaped,7,8,True,3.6090769889984995,100.0,13417.877467102873,140.34520579347793,6
U-Shaped,7,9,True,0.03782450870440973,94.0,,-315.4798008039533,6
U-Shaped,7,10,True,0.06341539776950138,99.0,,-263.8048579999543,6
U-Shaped,7,11,True,47.98453114961785,0.0,,399.08786912521964,6
U-Shaped,7,12,True,0.11713693909494376,100.0,6.4077719821946,-202.44116089765376,6
U-Shaped,7,13,True,379.5369827398637,100.0,inf,605.895204331256,6
U-Shaped,7,14,False,,,,,6
U-Shaped,7,15,True,4407.8252472716185,41.0,,851.1136705598526,6
U-Shaped,7,16,True,319.7622423231737,100.0,2920.2934162531,588.7577726897788,6
U-Shaped,7,17,False,,,,,6
U-Shaped,7,18,True,0.9163975472150705,100.0,36.30538890991277,3.2694995049612814,6
U-Shaped,7,19,False,,,,,6
U-Shaped,7,20,False,,,,,6
U-Shaped,7,21,True,0.01808500406190846,100.0,1699.7485941050047,-389.2672188977136,6
U-Shaped,7,22,False,,,,,6
U-Shaped,7,23,False,,,,,6
U-Shaped,7,24,False,,,,,6
U-Shaped,7,25,False,,,,,6
U-Shaped,7,26,True,1520.2719045587633,100.0,inf,744.6644482420518,6
U-Shaped,7,27,True,0.0644399007946906,100.0,inf,-262.2022260173453,6
U-Shaped,7,28,True,0.20740967132567026,100.0,378.9965464427569,-145.30593530026013,6
U-Shaped,7,29,True,0.10318645031939701,100.0,131.28646716407917,-215.12177299093446,6
